ArticleId,Text,Category
1053,bush website blocked outside us surfers outside us unable visit official election site president george w bush blocking browsers sited outside us began early hours monday morning since people outside us trying browse site get message saying authorised view blocking appear due attack vandals malicious hackers result policy decision bush camp international exclusion zone around georgewbush com spotted net monitoring firm netcraft keeps eye traffic patterns across many different sites netcraft said since early hours 25 october attempts view site monitoring stations london amsterdam sydney failed contrast netcraft four monitoring stations us managed view site problems site still seen using anonymous proxy services based us web users canada also report browse site pattern traffic website suggests blocking due attack vandals politically motivated hackers geographic blocking works numerical addresses net uses organise handed regional basis 21 october george w bush website began using services company called akamai ensure pages videos content site reaches visitors mike prettejohn president netcraft speculated blocking decision might taken cut costs traffic run election 2 november said site may see reason distribute content people voting next week managing traffic could also good way ensure site stays working closing days election campaign however simply blocking non us visitors also means americans overseas barred akamai declined comment saying could talk customer websites ,tech
1831,tough rules ringtone sellers firms flout rules ringtones mobile extras sold could cut uk phone networks rules allow offenders cut let consumers know exactly get money turn services first month new rules seen least ten firms suspended clean way work rules brought ensure problems plaguing net users spread mobile phones last couple years ringtones wallpapers screensavers lots extras phones become hugely popular fierce competition making difficult firms get wares front consumers said jeremy flynn head third party services vodafone operator portal going quite heavy marketing costs problem people discover services said combat many ringtone mobile content sellers started using new tactic squeeze cash customers tactic involved signing people subscription give instance several ringtones per week month instead single track thought getting mr flynn said move using subscriptions happened space weeks end 2004 websites grumbletext co uk started getting reports customers racking large bills phone content know signed made us uncomfortable services marketed transparently said mr flynn people know offered subscription service saw potential substantial consumer harm added swift adoption subscription services led creation new code conduct firms want sell content mobile phones drafting new rules led mobile entertainment forum uk phone firms everyone required conform code conduct said andrew bud regulatory head mef executive chairman messaging firm mblox transparency said consumers told got get consumer right protected said christian harris partnership manager mobile content firm zed said new system essential consumers trust companies sell ringtones downloads groundrules must applied across whole industry done effectively see cowboys driven said new rules came force 15 january first month new regime seen many firms cautioned honouring told revamp websites customers know get money signing said mr flynn also said mr flynn vodafone briefly cut eight ten content sellers flouting rules quite draconian contracts firms said say cut rules consumers must able switch services using universal stop command sent via text message said system designed limit much consumer pay inadvertently signed service mobile personal people really resent abuse effectively part personality said mr flynn ,tech
1382,millions miss net 2025 40 uk population still without internet access home says study around 23 million britons miss wide range essential services education medical information predicts report telecoms giant bt compares 27 million 50 uk currently online idea digital divide evaporate time wishful thinking report concludes study calls government telecoms industry come new ways lure bypassed digital revolution although percentage britons without home access fallen slightly remain digital refuseniks miss report suggests everyday tasks move online offline services become less comprehensive divide become obvious burdensome got net access predicts gap nets nots much talked predictions divide affect future generations less discussed bt set predict future patterns based current information taking account way technology changing optimists predict convergence emergence user friendly technology bridge digital divide could way mark report suggests internet access devices tends something taken already said adrian hosford director corporate responsibility bt costs internet access fallen dramatically coverage remote areas vastly improved last year real barrier remains psychological hard rump nots engaging net motivation skills perceive benefits said mr hosford disadvantaged groups likely remain among low income families older generation disabled low incomes account quarter digital nots disabled make 16 elderly nearly third 2025 report forecasts organisations bt responsibility help tackle problem said mr hosford telco seen positive results everybody online project offers internet access people eight deprived communities around britain one area cornwall high levels unemployment online training helped people rewrite cvs learn skills get new jobs explained mr hosford grassroot activity addressing specific needs individual communities essential problem digital divide overcome said address problem get lot worse people find difficult find jobs education opportunities limited simply able keep society said alliance digital inclusion independent body members drawn government industry voluntary sector recently set tackle issues faced digital refuseniks ,tech
1741,elvis set top uk singles chart rock n roll legend elvis set top uk singles chart sunday 27 years death release hit song jailhouse rock selling x factor winner steve brockstein cover odds 2 000 copies tuesday record make top spot elvis 19th uk number one last time topped charts remix little known song little less conversation number one june 2002 jailhouse rock reach number one sunday 999th history uk pop charts song first topped charts 1958 chart analysts say elvis could score 1000th number one well record one night released following week followed week fool part record company sonybmg new elvis campaign called ambitious singles release campaign history uk record industry ,entertainment
1786,ultimate game award doom 3 sci fi shooter doom 3 blasted away competition major games ceremony golden joystick awards title win twice winning ultimate game year best pc game awards presented little britain star matt lucas much anticipated sci fi horror doom 3 shot straight top uk games charts release august winners included grand theft auto san andreas took wanted christmas prize released last week closely followed halo 2 half life 2 expected big hits unleashed later month missed prize wanted game 2005 went nintendo title legend zelda original doom released 1994 heralded new era computer games introduced 3d graphics helped establish concept first person shooter doom 3 developed four years thought cost around 15m 8 3m top honour best online game year went battlefield vietnam chronicles riddick escape butcher bay handed unsung hero game 2004 release somewhat eclipsed doom 3 released week however well received gamers praised storyline differed film released around time electronic arts named top publisher year taking crown nintendo 2003 annual awards voted 200 000 readers computer video games magazines games awards like grown importance last six years uk market games grew 100 worth record 1 152m 2003 according recent report analysts screen digest ,tech
820,mobile gaming takes india gaming move one fastest growing activities among tech savvy india says report indian mobile gaming market expected generate 26m 13 8m end 2004 according market analysts stat mdr october mobile phone users grew 1 4 million 44 9 million overtaking number landlines said telecom regulatory authority india analysts say cheap rates huge youth market driving market india large population 25s many urban areas fast adopting mobiles must gadgets india mobile gaming market bring 336m 178m 2009 according report mobile gaming expected explode globally next years analysts predict 220 million people playing games phones 2009 generating billions mobile companies services voice calls offered mobile operators india result huge rise subscribers grown significantly rapidly growth market sector attracted publishers developers animators musicians content providers also stimulating development innovative business models said clint wheelock director stat mdr wireless research group mobile gaming fun also represents one key element rich mobile entertainment experience consumers lucrative market opportunity industry players currently india six big games developers four mobile operators offer games subscribers said report according stat mdr tipped make one important markets next wave mobile multimedia growth january 2003 10 million mobile subscribers india many choose mobiles rural areas order bypass poorer telecoms infrastructure despite penetration rate still much lower countries less 20 india total population mobile india compared well 50 european countries trend echoes uptake mobiles many developing economies continues grow people opt leapfrog slower expensive state run fixed line operators ,tech
458,podcasts mark rise diy radio apple ipod digital music players hold anything 10 000 songs lot space fill ipod owners filling space audio content created unpredictable assortment producers called podcasting strongest proponent former mtv host vj video jockey adam curry podcasting takes name apple ipod although need ipod create one listen podcast podcast basically internet based radio show podcasters create usually comfort home need microphone pc editing software upload shows internet others download listen free using technology based xml computer code rss really simple syndication listeners subscribe podcasts collected automatically bit software mr curry pioneered latest mp3 files shows picked music playing device automatically mr curry records hosts edits produce daily 40 minute podcast called daily source code wants make podcasting next big thing says extension childhood love radio gadgetry always technologies wires explains parents gave radio shack 101 project kit allows build transmitter subsequently fm transmitter mom drive around block see far would reach car radio mr curry american grew netherlands hosted illegal pirate radio shows dutch capital tried university us ended back holland hosted music video show spent next seven years new york worked mtv hosting top 20 video countdown spent hours tinkering new thing called internet certain point 1995 driving friday afternoon beautiful blue sky one beautiful days thinking stupid know going top 20 countdown take cheque go home sit internet three morning finished show quit said air great seven years point something internet got go find see later mr curry technology broadcast interests started gel couple years ago computer storage growing exponentially high speed internet connections becoming widely available mp3 format also meant people could create upload audio cheaply efficiently ever importantly mr curry says people across globe bored radio hearing listen 99 radio hear today radio voices fake fake wanted make easier people find real voices internet wanted software would automatically download new audio content directly onto players like ipods mr curry computer programmer asked others create one one tried write one finished months ago says totally sucked put net open source software dozens coders audio junkies refining result work progress called ipodder doug kaye california based podcaster praises former mtv vj done adam created simple script solved call last mile problem ipodder takes audio web brings way mp3 player explains people wake morning pick ipods go work go exercise discover new content automatically put onto players created explosion podcasting content podcasters springing australia finland brazil even malaysia one couple broadcasts dawn drew show wisconsin us sometimes even comfort bed topics range comfort bed latest films music thousands listeners already websites springing point listeners right direction good podcasts chris mcintyre runs podcast alley says good sites everyone technological know simply listen tell mom mother law copy xml rss file podcast aggregator would think speaking foreign language mr mcintyre says along technical challenges may legal challenges podcasters air favourite albeit copyrighted music podcasting also worry much attention may turn see anti radio something like conventional broadcasting already interest podcasting corporate world heineken podcast playboy part adam curry pressing ahead vision podcasting loves daily source code introducing good music cool ideas new audiences even called ed sullivan johnny carson podcasting says badge wear great honour johnny carson ed sullivan anything wonderful know need hell lot talent nice ears open let people shine good clark boyd technology correspondent world bbc world service wgbh boston co production ,tech
478,britons fed net service survey conducted pc pro magazine revealed many britons unhappy internet service fed slow speeds high prices level customer service receive 17 readers switched suppliers 16 considering changing near future particularly bad news bt uk biggest internet supplier almost three times many people trying leave joining third 2 000 broadband users interviewed fed current providers could tip iceberg thinks tim danton editor pc pro magazine expect figures leap 2005 every month prices drop people trying switch said survey found bt tiscali actively dissuading customers leaving offering lower price phone cancel subscription readers offered price drop 25p expensive offered alternative operator making hardly worth swapping found tied 12 month contracts broadband become hugely competitive providers desperate hold customers 12 surveyed found unable swap discovered huge variety problems one biggest issues current supplier withholding information people need give new supplier said tim danton editor pc pro breaks code practice code voluntary nothing ofcom help said vast choice internet service providers uk often bewildering array broadband packages prices set drop even coming months mr danton advises everyone shop around carefully stick current connection every chance ripped warned ,tech
10,last star wars children sixth final star wars movie may suitable young children film maker george lucas said told us tv show 60 minutes revenge sith would darkest violent series think would take five six year old told cbs programme aired sunday lucas predicted film would get us rating advising parents scenes may unsuitable 13s opens uk us 19 may said expected film would classified pg 13 roughly equivalent british 12a rating five previous star wars films carried less restrictive pg parental guidance ratings us uk passed u suitable exception attack clones got pg rating 2002 revenge sith third prequel original 1977 star wars film chronicles transformation heroic anakin skywalker evil darth vader travels hell like planet composed erupting volcanoes molten lava going watch make pact devil lucas said film much dark emotional much tragedy ,entertainment
835,baghdad blogger big screen film based internet musings baghdad blogger shown rotterdam film festival film directed man calls salam pax author weblog iraqi life war movie version comes form series shorts made pax hand held camera baghdad blogger among number films iraq showcased dutch festival runs sunday following fascination writing salam pax real name began regular column guardian newspaper given crash course documentary film making film travelled iraq document changing landscape country problems faced since invasion speaking ordinary iraqis experiences festival also see screening underexposure one iraq first features emerge since toppling saddam hussein director oday rasheed made film discarded 1980s kodak film taken remains former ministry culture building centres lives families strangers going everyday business baghdad siege rasheed said title refers isolation felt iraqis saddam regime difficult time country experiencing saddam regime hell think hell doubled rasheed said festival also due screen murdered dutch film maker theo van gogh film treatment woman islam withdrawn due safety fears van gogh shot stabbed november 2004 following death threats received film submission ,entertainment
801,women turn net security older people women increasingly taking charge protecting home computers malicious net attacks according two year study number women buying programs protect pcs virus spam spyware attacks rose 11 2 year 2002 2004 study net security firm preventon shows security messages reaching diversity surfers thought 40 buying home net security programs retired last three years gone average 13 2 retired women 53 buying security software retired men research reflects changing stereotype demographics web users well growing awareness greater risks high speed broadband net connections pose surfers study predicts 40 home pc net security buyers women 2005 could even overtake men main buyers 2007 current rates persist according research think older people become vigilant protecting pcs tend cautious want insurance policy case something go wrong said one 60 woman took part research started young male stereotype computer users last 10 years paul goosens head preventon told bbc news website seeing real people sexes often women access home net service providers still need take responsibility making sure people educated net threats go online particuarly new broadband said programs also need tailored installed dial users slower connection said mr goosens security software easy use simple interfaces instructions written non technical language added nature security threats also becoming e mail viruses high profile complaints rogue diallers spyware programs surreptitiously install computers also raised awareness need combination anti virus firewall spyware removal programs without protection kinds programs picked surfing web normally 30 000 pcs day globally recruited networks spread spam viruses study security symantec showed last year viruses written make headlines infecting millions also getting rarer according net security experts programs unleashed directly profit criminal gangs many based eastern europe designed show technical skills cause nuisance research shows people taking criminal net threats seriously said mr goosens reported press much seeing older users educated media seeing picking threat asking right questions explained likely younger users naively assume using reputable service provider safe connect net unprotected computer broadband connection breached infected viruses spyware within minutes end year thought 30 uk homes broadband net access july last year number uk households accessing net via broadband surpassed using dial first time according office national statistics ,tech
1881,doors open biggest gadget fair thousands technology lovers industry experts gathered las vegas annual consumer electronics show ces fair showcases latest technologies gadgets hit shops next year 50 000 new products unveiled show unfolds microsoft chief bill gates make pre show keynote speech wednesday expected announce details next generation xbox thrust year show technologies put people charge multimedia content store listen watch want devices time anywhere 120 000 people expected attend trade show stretches 1 5 million square feet highlights include latest trends digital imaging storage technologies thinner flat screen high definition tvs wireless portable technologies gaming broadband technologies show also includes several speeches key technology companies intel microsoft hewlett packard among others story year remains digital completely transforming revolutionising products way people interact jeff joseph consumer electronics association cea told bbc news website personalisation taking mp3 player creating playlist taking digital video recorder watch want watch longer whim broadcasters consumer electronics gadgets phenomenal year 2004 according figures released ces organisers cea tuesday gadget explosion signalled strongest growth yet us 2004 shipments consumer electronics rose almost 11 2003 2004 trend predicted continue according cea analysts wholesale shipments consumer technologies expected grow 11 2005 fastest growing technologies 2004 included blank dvd media liquid crystal display lcd tvs digital video recorders dvrs portable music players year really begin see come life call place shifting pvr personal video recorder living room move content around house exhibitors showcasing take content anywhere said mr joseph said products making waves next year democratisation content devices technologies give people freedom music video images also focus design technologies following lead apple ipod made ease use good looks appeal wider range people key concern cea predicted would several key technology trends watch coming year gaming would continue thrive especially mobile devices would reach diverse gamers women games consoles sales declining launch next generation consoles microsoft xbox playstation could buoy sales although widely predicted mr gates would showcasing new xbox media reports cast doubt would talking keynote suggested announcement may take place games developers conference summer instead 52 us homes expected home networks cea suggested hard drive boxes media servers capable storing thousands images video audio files accessed devices around home commonplace portable devices combine mobile telephony digital music video players also popular 2005 popularity driven multimedia content services let people watch listen films tv audio wherever means storage technologies demand external hard drives flash memory like sd cards ces runs officially 6 9 january ,tech
1611,actress roberts takes spider role actress julia roberts play part spider new film version children classic charlotte web voice charlotte teams girl save friend wilbur pig story eb white film mix live action animation roberts first project since birth twins hazel phinnaeus two months ago oprah winfrey voice goose john cleese voice sheep steve buscemi rat 2006 film ten year old dakota fanning play fern girl centre story film directed 13 going 30 film maker gary winick filming due begin melbourne australia later month charlotte web sold 45 million copies since published 1952 animated version made 1973 first live action film actor voice wilbur pig yet revealed ,entertainment
1993,us peer peer pirates convicted first convictions piracy peer peer networks handed us new yorker william trowbridge texan michael chicoine pleaded guilty charges infringed copyright illegally sharing music movies software two men faced charges following raids august suspected pirates fbi pair face jail terms five years 250 000 130 000 fine statement us department justice said two men operated central hubs piracy community organised across direct connect peer peer network piracy group called underground network membership demanded users share one 100 gigabytes files direct connect allows users set central servers act co ordinating spots sharers users would swap files films music exchanging data network investigation fbi agents reportedly downloaded 84 movies 40 software programs 13 games 178 sound recordings five hubs made larger piracy group raids organised umbrella operation digital gridlock aimed fighting criminal copyright theft peer peer networks total six raids carried august five homes suspected copyright thieves one net service firm department justice said men pleaded guilty one count conspiracy commit felony copyright infringement also pleaded guilty acting commercial advantage two men due sentenced 29 april ,tech
2096,souped wi fi horizon super high speed wireless data networks could soon use uk government wireless watchdog seeking help best way regulate technology behind networks called ultra wideband uwb ofcom wants ensure arrival uwb using devices cause problems already use part radio spectrum uwb makes possible stream huge amounts data air short distances one likely uses uwb make possible send dvd quality video images wirelessly tv screens let people beam music media players around home technology potential transmit hundreds megabits data per second uwb could also used create called personal area networks let person gadgets quickly easily swap data amongst technology works range 10 metres uses billions short radio pulses every second carry data recent consumer electronics show las vegas products uwb chips built got first public airing currently use uwb allowed uk strict licencing scheme seeking opinion industry find whether allow uwb licence exempt basis said spokesman ofcom companies 24 march respond april ec due start consultation europe wide adoption uwb cross europe body radio regulators known european conference postal telecommunications administrations cept carrying research harmonisation programme early sight cept work caused controversy think emphasises uwb potential interfere existing users contrast preliminary ofcom report found would quite straight forward deploy uwb without causing problems already use ofcom spokesman said considering imposing mask set technical restrictions uwb using devices would want devices strict controls power levels transmit long way wide area said despite current restrictions technology already used cambridge based ubisense 40 customers around world using short range radio technology said david theriault standards regulatory liaison ubisense said uwb driving novel ways interact computers like 3d mouse time said said european decisions uwb allied ieee decisions exact specifications would help drive adoption prior adoption way gadgets computers communicate uwb used sensing technology used spot things cracks surface runways help firemen detect people walls ,tech
1853,surprise win anti bush film michael moore anti bush documentary fahrenheit 9 11 best film us people choice awards voted us public mel gibson passion christ best drama despite films snubbed far us film awards run february oscars julia roberts 10th consecutive crown favourite female movie star johnny depp favourite male movie star renee zellweger favourite leading lady sunday awards la film sequel shrek 2 took three prizes voted top animated movie top film comedy top sequel television categories desperate housewives named top new drama joey starring former friends actor matt leblanc best new comedy long running shows grace csi crime scene investigation named best tv comedy tv drama respectively nominees people choice awards picked 6 000 strong entertainment weekly magazine panel winners subsequently chosen 21 million online voters fahrenheit 9 11 director michael moore dedicated trophy soldiers iraq film highly critical president george w bush us led invasion iraq moore outspoken bush critic 2004 presidential campaign inwhich democratic challenger john kerry lost country still right left democrat republican moore told audience ceremony pasadena california moore said historic occasion 31 year old awards ceremony would name documentary best film unlike many film makers passion christ director mel gibson vowed campaign oscar movie really ultimate goal one make work elite gibson said backstage event people spoken ,entertainment
2095,cyber crime booms 2004 last 12 months seen dramatic growth almost every security threat plague windows pcs count known viruses broke 100 000 barrier number new viruses grew 50 similarly phishing attempts conmen try trick people handing confidential data recording growth rates 30 attacks becoming increasingly sophisticated also increase number networks remotely controlled computers called bot nets used malicious hackers conmen carry many different cyber crimes one biggest changes 2004 waning influence boy hackers keen make name writing fast spreading virus said kevin hogan senior manager symantec security response group although teenage virus writers still play around malicious code said mr hogan 2004 saw significant rise criminal use malicious programs financial incentives driving criminal use technology said comment echoed graham cluley senior technology consultant anti virus firm sophos mr cluley said commercial world gets involved things really get nasty virus writers hackers looking make tidy sum particular phishing attacks typically use fake versions bank websites grab login details customers boomed 2004 web portal lycos europe reported 500 increase number phishing e mail messages catching anti phishing working group reported number phishing attacks new targets growing rate 30 per month fall victim attacks find bank account cleaned good name ruined someone stealing identity change ranks virus writers could mean end mass mailing virus attempts spread tricking people opening infected attachments e mail messages efficient way spreading viruses said mr hogan noisy technically challenging opening months 2004 see appearance netsky bagle mydoom mass mailers since surreptitious viruses worms dominated mr hogan said worm writers interested recruiting pcs take part bot nets used send spam mount attacks websites september symantec released statistics showed numbers active bot computers rose 2 000 30 000 per day thanks bot nets spam continued problem 2004 anti spam firms report many cases legitimate e mail shrunk less 30 messages part reason bot nets become prevalent said due big change way many viruses created past many viruses netsky work individual group contrast said mr hogan code viruses gaobot spybot randex commonly held many groups work produce new variants time result 3 000 variations spybot worm unprecedented said mr hogan makes difficult co existing exist easy understand chronology emergence first proper virus mobile phones also seen 2004 past threats smart phones largely theoretical viruses created cripple phones existed laboratory rather wild june cabir virus discovered hop phone phone using bluetooth short range radio technology also released year mosquito game symbian phones surreptitiously sends messages premium rate numbers november skulls trojan came light cripple phones positive side finnish security firm f secure said 2004 best ever year capture arrest sentencing virus writers criminally minded hackers total eight virus writers arrested members called 29a virus writing group sentenced one high profile arrest german teenager sven jaschen confessed behind netsky sasser virus families also shut carderplanet shadowcrew websites used trade stolen credit card numbers ,tech
1443,sir paul rocks super bowl crowds sir paul mccartney wowed fans live mini concert american football super bowl avoided janet jackson style controversies 62 year old sang hey jude beatles songs 12 minute set half time game florida last year jackson exposed breast dance routine causing outrage among millions tv viewers landing cbs tv network fine sir paul however nothing racy remove jacket sang organisers widely considered playing safe year booking 62 year old sir paul second super bowl show three years ago invited perform first super bowl september 11 attacks performed specially written song freedom time started show alltel stadium jacksonville florida beatles numbers drive car get back performed mellow version live let die james bond theme recorded band wings finally closed show rousing version hey jude former beatle resisted temptation refer janet jackson headline grabbing performance last year instead keeping banter songs minimum order squeeze much music could slot singer removed black jacket halfway show fans hoping second nipple gate disappointed kept red sweatshirt underneath earlier black eyed peas alicia keys provided night high profile entertainment performing pre game show black eyed peas singer fergie dressed tight orange top purple hotpants nothing performance likely upset tv watchdogs controversy last year saw cbs fined record 550 000 292 000 federal regulators super bowl organisers turned producer mischer oversee year half time show previous production credits included olympic opening closing ceremonies super bowl watched audience 144 4 million us many people watching said tune specifically see entertainment put around event michael jackson aerosmith diana ross gloria estefan phil collins among stars previously graced super bowl stage ,entertainment
1913,elvis fans hold birthday bash elvis fans around world marking legendary singer 70th birthday saturday three day elvis convention took place blackpool england weekend aim finding best european elvis impersonator graceland tennessee home focus us celebrations four days events including concert memphis symphony orchestra elvis single jailhouse rock became uk number one sunday fans france celebrated tribute concert elvis cover bands special exhibition memorabilia display bonn germany jailhouse rock 999th number one single uk pop history record company sonybmg releasing elvis 18 number one singles rate one week britain complete original artwork collector box hit single one night follow next week chance becoming 1 000th number one interest surrounding elvis birthday grows hmv spokesman gennaro castaldo said would fantastic truly fitting way celebrate elvis landmark birthday ,entertainment
909,british library gets wireless net visitors british library able get wireless internet access alongside extensive information available famous reading rooms broadband wireless connectivity made available eleven reading rooms auditorium caf 233 restaurant outdoor piazza area study revealed 86 visitors library carried laptops technology trial since may usage levels make library london active public hotspot previously many leaving building go nearby internet caf 233 access e mail study found british library continually exploring ways technology help us improve services users said lynne brindley chief executive british library surveys conducted recently confirmed alongside materials consult users want able access internet library research communicate colleagues said service priced 4 50 hour session 35 monthly pass study conducted consultancy building zones found 16 visitors came library sit use business centre could proximity busy mainline stations kings cross euston study also found people spending average six hours building making ideal wireless hotspot since may service registered 1 200 sessions per week making london active public hotspot majority visitors wanted able access e mail well british library catalogue service rolled partnership wireless provider cloud hewlett packard operate independently library existing network british library receives around 3 000 visitors day serves around 500 000 readers year people come view resources include world largest collection patents uk extensive collection science technology medical information library receives three four million requests remote users around world year ,tech
1005,critics back aviator oscars martin scorsese aviator win best film oscars according uk leading movie critics several surveyed bbc news website think veteran film maker lose best director prize clint eastwood critics tipped jamie foxx hilary swank scoop best actor actress ray million dollar baby respectively jury comprised experts critics top uk film publications panel also revealed nominees would personally prefer win expect aviator win best film many think close race scorsese howard hughes biopic eastwood boxing drama million dollar baby films nominated wine comedy sideways factual drama finding neverland ray charles biopic ray pretty sure year aviator though choice would sideways said observer philip french sideways win hope said jamie graham total film position shared film 2005 presenter jonathan ross form going oscars points aviator liked million dollar baby said tim dams news editor trade weekly screen international five eight critics tipped scorsese win best director mr dams heat charles gant empire angie errigo plumping eastwood sideway alexander payne ray taylor hackford british director mike leigh nominated period drama vera drake considered outsiders category recently could sworn scorsese would get scorsese ms errigo told bbc news website beginning think eastwood get happy mike leigh win think chance said charles gant film editor heat foxx portrayal ray charles already seen win prizes golden globes baftas screen actors guild awards mr dams said made favourite named best actor oscar night everyone would incredibly surprised win said betting man close get certainty paul giamatti nominated sideways would different game says total film jamie graham foxx win vera drake star imelda staunton nominated best actress alongside kate winslet britain good chance victory paper jonathan ross one happy winslet wins eternal sunshine spotless mind wendy ide times still thinks staunton chance heat charles gant believes bafta win cut little ice academy voters like staunton win chances great said mr gant predicted second oscar hilary swank think swank win said mr french imelda got far going get playing role staunton also personal choice steven gaydos executive editor industry magazine variety tipped swank win predicted would close contest everything ability flip one vote go way told bbc news website sense obvious going go meanwhile thousands people voted bbc radio five live poll find best film never best picture oscar audience voted overwhelmingly shawshank redemption 1994 frank darabont tale hope humanity received 52 online votes 68 text messages two finalists citizen kane matter life death split remaining votes roughly equally year academy awards shown uk sky movies 1 0130 gmt monday tim dams screen international film aviator director clint eastwood actor jamie foxx actress hilary swank angie errigo empire film aviator director clint eastwood actor jamie foxx actress hilary swank philip french observer film aviator director martin scorsese actor jamie foxx actress hilary swank charles gant heat film aviator director clint eastwood actor jamie foxx actress hilary swank steven gaydos variety film aviator director martin scorsese actor jamie foxx actress hilary swank jamie graham total film film aviator director martin scorsese actor jamie foxx actress hilary swank wendy ide times film aviator director martin scorsese actor jamie foxx actress imelda staunton jonathan ross film 2005 film aviator director martin scorsese actor jamie foxx actress hilary swank tim dams screen international film million dollar baby director clint eastwood actor jamie foxx actress hilary swank angie errigo empire film aviator director martin scorsese actor jamie foxx actress hilary swank philip french observer film sideways director martin scorsese actor jamie foxx actress imelda staunton charles gant heat film sideways director mike leigh actor jamie foxx actress imelda staunton steven gaydos variety film million dollar baby director clint eastwood actor cheadle actress imelda staunton jamie graham total film film sideways director alexander payne actor jamie foxx actress hilary swank wendy ide times film sideways director alexander payne actor cheadle actress imelda staunton jonathan ross film 2005 film sideways director clint eastwood actor jamie foxx actress kate winslet ,entertainment
209,public show reynolds portrait sir joshua reynolds portrait omai get public airing following fears would stay hidden export wrangle tate gallery unsuccessfully tried buy picture anonymous owner ban issued preventing painting leaving uk 18th century painting remained storage owner agreed allow part exhibition exhibition reynolds work shown tate britain may joshua reynolds creation celebrity feature prints caricatures sculpture 18th century artist painted famous personalities day portrait omai fetched second highest amount british painting sold auction 10 3m 2001 bought london dealer sold collector unnamed collector wanted take country barred government historical significance march 2004 tate managed raise 12 5m funding buy portrait owner refused sell held storage since portrait young man dubbed noble savage arrived london polynesia became darling london society invited best parties people fascinated exotic character sir joshua painted arrival 1774 became artist famous work first exhibited royal academy 1776 ,entertainment
68,top pops leaves bbc one bbc flagship pop music programme top pops move bbc one fridays sundays bbc two new programme combine archive show totp2 mixing new music footage classic bands corporation said new show aims appeal diverse audience music lovers move biggest shake history show first broadcast 1964 always bbc one top pops relaunched blaze publicity december last year attempt reverse long term decline audience figures new top pops fronted newcomer tim kash put together producer andi peters brought back bbc channel 4 revitalise series three million people week watching show fridays less half total attracting mid 1990s programme went popular itv soap coronation street despite relaunch audience figures failed rise still remain around three million mark tim kash since replaced host fearne cotton new show launch spring next year extended format bbc two controller roly keating exciting new era top pops want make bigger better becomes ultimate pop music show music lovers every generation mr keating described bbc two natural home top pops added addition top pops also extend bbc two offering younger audiences bbc spokeswoman said andi peters would continue executive producer show said issues exact format programme time slot still decided programme close relationship bbc radio 1 chart show suggests relaunched show may transmitted 1900 sundays hopefully audience top pops find bbc two think new slot create buzz around programme first time viewers discover news number one happens ,entertainment
728,anti spam laws bite spammer hard net self declared spam king seeking bankruptcy protection scott richter man behind optinrealbig com billions junk mail messages said lawsuits forced company chapter 11 optinrealbig fighting several legal battles notably microsoft pushing millions dollars damages company said filing chapter 11 would help try resolve legal problems still keep trading listed third biggest spammer world junk mail watchdog spamhaus optinrealbig sued december 2003 sending mail messages violated anti spam laws lawsuit brought microsoft new york attorney general eliot spitzer alleged mr richter accomplices sent billions spam messages 514 compromised net addresses 35 countries according microsoft messages sent via net addresses owned kuwait ministries communication finance several korean schools seoul municipal boramae hospital virginia community college system mr richter settled attorney general case july 2004 legal fight microsoft continuing microsoft seeking millions dollars damages optinrealbig anti spam laws impose penalties every violation statement announcing desire seek bankruptcy protection company said could continue contend legal maneuvers sic number companies across country including microsoft still run viable business chapter 11 filing optinrealbig claimed assets less 10m 5 29m debts 50m included 46m microsoft seeking via lawsuit litigation relentless distraction contend said steven richter legal counsel optinrealbig make mistake expect prevail part optinrealbig describes premier internet marketing company said move seek chapter 11 necessary let keep trading sorting legal battles ,tech
1815,disputed nirvana box set sale box set featuring 68 unreleased nirvana tracks gone sale us years legal wrangles lights intended released 2001 mark 10th anniversary album nevermind blocked courtney love widow nirvana frontman kurt cobain want unreleased song know right box set dispute love surviving band members krist novoselic drummer dave grohl settled 2002 work began box set 1998 legal battles put project hold legal fight centred studio recording unreleased track know right regarded fans one unreleased gems nirvana set released tuesday features three cds dvd rare performance rehearsal footage dvd also includes first performance smells like teen spirit track launched nirvana international stage 1991 band always pretty always tune nirvana unplugged nirvana unedited said cobain biographer charles cross band development ended tragically songwriter kurt cobain committed suicide april 1994 ,entertainment
